1.700000017881393433e-01 3.250000000000000000e+00 2.379508912563323975e-01 9.712771773338317871e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.480465471744537354e-01 9.687480926513671875e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.491987347602844238e-01 9.684523940086364746e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.681254446506500244e-01 9.633840322494506836e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.129911780357360840e-01 9.770541191101074219e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.564135193824768066e-01 9.665671586990356445e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.530488073825836182e-01 9.674535393714904785e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.671091854572296143e-01 9.636662602424621582e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.194138914346694946e-01 9.756318926811218262e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.528652250766754150e-01 9.675015211105346680e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.455278933048248291e-01 9.693894982337951660e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.593351602554321289e-01 9.657874107360839844e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.080978602170944214e-01 9.781079888343811035e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.633946537971496582e-01 9.646881818771362305e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.339348942041397095e-01 9.722522497177124023e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.462350875139236450e-01 9.692101478576660156e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.143012136220932007e-01 9.767675995826721191e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.543241083621978760e-01 9.671190381050109863e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.682652771472930908e-01 9.633450508117675781e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.819723486900329590e-01 9.594225287437438965e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.531978487968444824e-01 9.674144983291625977e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.237350195646286011e-01 9.746500253677368164e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.497608214616775513e-01 9.683075547218322754e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.424071431159973145e-01 9.701746106147766113e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.275115996599197388e-01 9.737753868103027344e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.287931740283966064e-01 9.734750390052795410e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.706333696842193604e-01 9.626824855804443359e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.590774893760681152e-01 9.658565521240234375e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.770065665245056152e-01 9.608680009841918945e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.736592590808868408e-01 9.618266820907592773e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.457742393016815186e-01 9.693270921707153320e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.418538630008697510e-01 9.703127145767211914e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.666498124599456787e-01 9.637934565544128418e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.412013858556747437e-01 9.704750776290893555e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.582876086235046387e-01 9.660680890083312988e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.618016600608825684e-01 9.651216864585876465e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.468884289264678955e-01 9.690439105033874512e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.473228871822357178e-01 9.689331054687500000e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.567055225372314453e-01 9.664896726608276367e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.450745105743408203e-01 9.695042371749877930e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.313233613967895508e-01 9.728769063949584961e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.479884326457977295e-01 9.687629938125610352e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.402610033750534058e-01 9.707083106040954590e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.561137378215789795e-01 9.666466712951660156e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.682850658893585205e-01 9.633395671844482422e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.374460548162460327e-01 9.714007377624511719e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.482726573944091797e-01 9.686902165412902832e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.889061272144317627e-01 9.573574066162109375e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.430261224508285522e-01 9.700197577476501465e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.685050070285797119e-01 9.632782936096191406e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.575433254241943359e-01 9.662667512893676758e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.678906321525573730e-01 9.634492993354797363e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.567362785339355469e-01 9.664815068244934082e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.507248222827911377e-01 9.680584073066711426e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.186515629291534424e-01 9.758030176162719727e-01
1.700000017881393433e-01 3.250000000000000000e+00 2.317138016223907471e-01 9.727839827537536621e-01
